image,class,count
1478732768270092946.jpg,car,8
1478732768270092946.jpg,truck,2
1478732768844091693.jpg,car,6
1478732768844091693.jpg,truck,2
1478732769418374727.jpg,car,6
1478732769418374727.jpg,truck,2
1478732769990150972.jpg,car,8
1478732769990150972.jpg,truck,2
1478732770564163043.jpg,car,4
1478732770564163043.jpg,truck,1
1478732771138463945.jpg,car,8
1478732771138463945.jpg,truck,2
1478732771711960912.jpg,car,10
1478732771711960912.jpg,truck,2
1478732772284869633.jpg,car,8
1478732772284869633.jpg,truck,2
1478732772858647746.jpg,car,8
1478732772858647746.jpg,truck,4
1478732773431711010.jpg,car,10
1478732773431711010.jpg,truck,4
1478732774005666759.jpg,car,12
1478732774005666759.jpg,truck,4
1478732774578218378.jpg,car,10
1478732774578218378.jpg,truck,4
1478732775152260558.jpg,car,10
1478732775152260558.jpg,truck,4
1478732775725617264.jpg,car,8
1478732775725617264.jpg,truck,2
1478732776299601764.jpg,car,8
1478732776299601764.jpg,truck,2
1478732776873131607.jpg,car,6
1478732777446012780.jpg,car,4
1478732778018840205.jpg,car,12
1478732778593745446.jpg,car,12
1478732778593745446.jpg,truck,2
1478732779165905311.jpg,car,12
1478732779165905311.jpg,truck,2
1478732779739815477.jpg,car,10
1478732780313072350.jpg,car,18
1478732780886764867.jpg,car,8
1478732781461450940.jpg,car,8
1478732781461450940.jpg,truck,2
1478732782033560356.jpg,car,6
1478732782033560356.jpg,truck,4
1478732782607603807.jpg,car,8
1478732782607603807.jpg,truck,4
1478732783181723805.jpg,car,8
1478732783181723805.jpg,truck,4
1478732783753889978.jpg,car,10
1478732783753889978.jpg,trafficLight,6
1478732783753889978.jpg,truck,2
1478732784328535710.jpg,car,14
1478732784328535710.jpg,trafficLight,6
1478732784901082560.jpg,car,14
1478732784901082560.jpg,trafficLight,6
1478732785474910469.jpg,car,12
1478732785474910469.jpg,trafficLight,6
1478732786049758423.jpg,car,14
1478732786049758423.jpg,trafficLight,8
1478732786621597048.jpg,car,14
1478732786621597048.jpg,trafficLight,8
1478732787194815422.jpg,car,12
1478732787194815422.jpg,trafficLight,10
1478732787768936972.jpg,car,18
1478732787768936972.jpg,trafficLight,12
1478732788342237550.jpg,car,18
1478732788342237550.jpg,trafficLight,12
1478732788915382648.jpg,car,26
1478732788915382648.jpg,trafficLight,18
1478732788915382648.jpg,truck,2
1478732789488940890.jpg,car,28
1478732789488940890.jpg,trafficLight,20
1478732789488940890.jpg,truck,2
1478732790062799616.jpg,car,12
1478732790062799616.jpg,trafficLight,8
1478732790062799616.jpg,truck,2
1478732790637449864.jpg,car,10
1478732790637449864.jpg,trafficLight,6
1478732790637449864.jpg,truck,4
1478732791209561287.jpg,car,8
1478732791209561287.jpg,trafficLight,8
1478732791209561287.jpg,truck,4
1478732791782802745.jpg,car,10
1478732791782802745.jpg,trafficLight,8
1478732791782802745.jpg,truck,4
1478732792357045889.jpg,car,10
1478732792357045889.jpg,trafficLight,8
1478732792357045889.jpg,truck,4
1478732792930485451.jpg,car,12
1478732792930485451.jpg,trafficLight,6
1478732792930485451.jpg,truck,4
1478732793504060240.jpg,car,12
1478732793504060240.jpg,truck,4
1478732794076822060.jpg,car,10
1478732794076822060.jpg,truck,4
1478732794651119620.jpg,car,10
1478732794651119620.jpg,truck,2
1478732795224941822.jpg,car,4
1478732795224941822.jpg,truck,1
1478732795797101812.jpg,car,8
1478732795797101812.jpg,pedestrian,2
1478732795797101812.jpg,truck,4
1478732796370863655.jpg,car,8
1478732796370863655.jpg,pedestrian,2
1478732796370863655.jpg,truck,4
1478732796944479792.jpg,car,8
1478732796944479792.jpg,pedestrian,2
1478732796944479792.jpg,truck,4
1478732797517838093.jpg,car,12
1478732797517838093.jpg,pedestrian,2
1478732797517838093.jpg,truck,2
1478732798092393026.jpg,car,12
1478732798092393026.jpg,pedestrian,8
1478732798092393026.jpg,truck,2
1478732798664670842.jpg,car,10
1478732798664670842.jpg,pedestrian,8
1478732798664670842.jpg,trafficLight,6
1478732798664670842.jpg,truck,2
1478732799238372988.jpg,car,12
1478732799238372988.jpg,pedestrian,10
1478732799238372988.jpg,trafficLight,8
1478732799812206115.jpg,car,6
1478732799812206115.jpg,pedestrian,6
1478732799812206115.jpg,trafficLight,4
1478732800385362099.jpg,car,10
1478732800385362099.jpg,pedestrian,16
1478732800385362099.jpg,trafficLight,8
1478732800958469534.jpg,car,10
1478732800958469534.jpg,pedestrian,14
1478732800958469534.jpg,trafficLight,8
1478732801532688952.jpg,car,12
1478732801532688952.jpg,pedestrian,8
1478732801532688952.jpg,trafficLight,8
1478732802105463688.jpg,car,12
1478732802105463688.jpg,pedestrian,6
1478732802105463688.jpg,trafficLight,8
1478732802681701702.jpg,car,10
1478732802681701702.jpg,pedestrian,6
1478732802681701702.jpg,trafficLight,8
1478732803252616256.jpg,car,10
1478732803252616256.jpg,pedestrian,4
1478732803252616256.jpg,trafficLight,4
1478732803826123168.jpg,car,6
1478732804400164303.jpg,car,4
1478732804973551360.jpg,car,4
1478732805546314533.jpg,car,2
1478732806120732474.jpg,car,4
1478732806693525992.jpg,car,4
1478732807268511377.jpg,car,4
1478732807840185446.jpg,car,4
1478732808413878802.jpg,car,4
1478732808987244744.jpg,car,4
1478732809561526144.jpg,car,4
1478732810134157526.jpg,car,4
1478732810708095534.jpg,car,4
1478732811281421261.jpg,car,2
1478732811856268654.jpg,car,4
1478732812428176788.jpg,car,4
1478732813001609148.jpg,car,6
1478732813574998598.jpg,car,6
1478732814149368262.jpg,car,6
1478732814722139292.jpg,car,6
1478732815295675289.jpg,car,8
1478732815868875562.jpg,car,8
1478732816443335656.jpg,car,6
1478732817015745755.jpg,car,6
1478732817589729435.jpg,car,6
1478732818163176149.jpg,car,4
1478732818737567895.jpg,car,4
1478732819311325578.jpg,car,4
1478732819883578057.jpg,car,4
1478732819883578057.jpg,trafficLight,6
1478732820456498191.jpg,car,4
1478732820456498191.jpg,trafficLight,6
1478732821031065274.jpg,car,4
1478732821031065274.jpg,trafficLight,6
1478732821603865012.jpg,car,4
1478732821603865012.jpg,pedestrian,4
1478732821603865012.jpg,trafficLight,6
1478732822177814931.jpg,car,4
1478732822177814931.jpg,pedestrian,4
1478732822177814931.jpg,trafficLight,8
1478732822751088041.jpg,car,4
1478732822751088041.jpg,pedestrian,4
1478732822751088041.jpg,trafficLight,8
1478732823324423222.jpg,car,4
1478732823324423222.jpg,pedestrian,4
1478732823324423222.jpg,trafficLight,8
1478732823899785434.jpg,car,8
1478732823899785434.jpg,pedestrian,6
1478732823899785434.jpg,trafficLight,8
1478732824471419775.jpg,car,8
1478732824471419775.jpg,pedestrian,8
1478732824471419775.jpg,trafficLight,6
1478732825044796049.jpg,car,8
1478732825044796049.jpg,pedestrian,10
1478732825044796049.jpg,trafficLight,6
1478732825618791801.jpg,car,8
1478732825618791801.jpg,pedestrian,6
1478732825618791801.jpg,trafficLight,6
1478732826192818112.jpg,car,10
1478732826192818112.jpg,pedestrian,4
1478732826192818112.jpg,trafficLight,8
1478732826765830138.jpg,car,5
1478732826765830138.jpg,trafficLight,5
1478732827339196763.jpg,car,4
1478732827339196763.jpg,trafficLight,10
1478732827912761577.jpg,car,6
1478732827912761577.jpg,trafficLight,14
1478732828487816411.jpg,car,6
1478732828487816411.jpg,trafficLight,14
1478732829060372917.jpg,car,6
1478732829060372917.jpg,trafficLight,14
1478732829632419246.jpg,car,10
1478732829632419246.jpg,trafficLight,14
1478732830206963711.jpg,car,10
1478732830206963711.jpg,trafficLight,12
1478732830780650240.jpg,car,12
1478732830780650240.jpg,trafficLight,12
1478732831353246730.jpg,car,12
1478732831353246730.jpg,trafficLight,12
1478732831926374933.jpg,car,16
1478732831926374933.jpg,trafficLight,12
1478732832500564321.jpg,car,16
1478732832500564321.jpg,trafficLight,12
1478732833075245578.jpg,car,8
1478732833075245578.jpg,trafficLight,6
1478732833647440928.jpg,car,8
1478732833647440928.jpg,trafficLight,6
1478732834220860983.jpg,car,6
1478732834220860983.jpg,trafficLight,6
1478732834794997710.jpg,car,6
1478732834794997710.jpg,trafficLight,6
1478732835368233931.jpg,car,6
1478732835368233931.jpg,trafficLight,6
1478732835941438814.jpg,car,8
1478732835941438814.jpg,trafficLight,6
1478732836514725088.jpg,car,8
1478732836514725088.jpg,trafficLight,6
1478732837088202920.jpg,car,8
1478732837088202920.jpg,trafficLight,6
1478732837662195457.jpg,car,8
1478732837662195457.jpg,trafficLight,6
1478732838235171222.jpg,car,8
1478732838235171222.jpg,trafficLight,6
1478732838808287278.jpg,car,8
1478732838808287278.jpg,trafficLight,6
1478732839383202837.jpg,car,8
1478732839383202837.jpg,trafficLight,6
1478732839956456066.jpg,car,8
1478732839956456066.jpg,trafficLight,6
1478732840529749874.jpg,car,8
1478732840529749874.jpg,trafficLight,6
1478732841102722219.jpg,car,6
1478732841102722219.jpg,trafficLight,6
1478732841676480113.jpg,car,6
1478732841676480113.jpg,trafficLight,6
1478732842250436243.jpg,car,6
1478732842250436243.jpg,trafficLight,6
1478732842823848665.jpg,car,6
1478732842823848665.jpg,trafficLight,6
1478732843396072841.jpg,car,6
1478732843396072841.jpg,trafficLight,6
1478732843970141449.jpg,car,6
1478732843970141449.jpg,trafficLight,6
1478732844543413389.jpg,car,6
1478732844543413389.jpg,trafficLight,6
1478732845118698935.jpg,car,6
1478732845118698935.jpg,trafficLight,6
1478732845689970314.jpg,car,6
1478732845689970314.jpg,trafficLight,6
1478732846263714519.jpg,car,6
1478732846263714519.jpg,trafficLight,6
1478732846837584619.jpg,car,6
1478732846837584619.jpg,trafficLight,6
1478732847411121539.jpg,car,6
1478732847411121539.jpg,trafficLight,6
1478732847984245719.jpg,car,6
1478732847984245719.jpg,trafficLight,6
1478732848557848794.jpg,car,6
1478732848557848794.jpg,trafficLight,6
1478732849131497055.jpg,car,6
1478732849131497055.jpg,trafficLight,8
1478732849706610667.jpg,car,6
1478732849706610667.jpg,trafficLight,8
1478732850278137720.jpg,car,6
1478732850278137720.jpg,trafficLight,8
1478732850851690173.jpg,car,6
1478732850851690173.jpg,trafficLight,8
1478732851425701963.jpg,car,6
1478732851425701963.jpg,trafficLight,8
1478732851999570885.jpg,car,6
1478732851999570885.jpg,trafficLight,8
1478732852572408433.jpg,car,6
1478732852572408433.jpg,trafficLight,8
1478732853145665292.jpg,car,6
1478732853145665292.jpg,trafficLight,8
1478732853718868647.jpg,biker,2
1478732853718868647.jpg,car,6
1478732853718868647.jpg,trafficLight,8
1478732854294151099.jpg,biker,2
1478732854294151099.jpg,car,10
1478732854294151099.jpg,trafficLight,8
1478732854865862425.jpg,biker,2
1478732854865862425.jpg,car,8
1478732854865862425.jpg,trafficLight,8
1478732855439966723.jpg,biker,2
1478732855439966723.jpg,car,8
1478732855439966723.jpg,trafficLight,8
1478732856013083892.jpg,biker,2
1478732856013083892.jpg,car,10
1478732856013083892.jpg,trafficLight,8
1478732856587236125.jpg,biker,2
1478732856587236125.jpg,car,10
1478732856587236125.jpg,trafficLight,8
1478732857160221208.jpg,biker,2
1478732857160221208.jpg,car,10
1478732857160221208.jpg,trafficLight,8
1478732857733591551.jpg,biker,2
1478732857733591551.jpg,car,10
1478732857733591551.jpg,trafficLight,8
1478732858307485312.jpg,biker,2
1478732858307485312.jpg,car,10
1478732858307485312.jpg,trafficLight,8
1478732858881645394.jpg,biker,2
1478732858881645394.jpg,car,10
1478732858881645394.jpg,trafficLight,8
1478732859453709060.jpg,biker,2
1478732859453709060.jpg,car,6
1478732859453709060.jpg,trafficLight,8
1478732860027335529.jpg,biker,4
1478732860027335529.jpg,car,6
1478732860027335529.jpg,trafficLight,8
1478732860601250652.jpg,biker,4
1478732860601250652.jpg,car,6
1478732860601250652.jpg,trafficLight,8
1478732861174725016.jpg,biker,4
1478732861174725016.jpg,car,6
1478732861174725016.jpg,trafficLight,8
1478732861748396020.jpg,biker,2
1478732861748396020.jpg,car,4
1478732861748396020.jpg,trafficLight,6
1478732862321767118.jpg,car,4
1478732862321767118.jpg,trafficLight,6
1478732862895190655.jpg,car,4
1478732862895190655.jpg,trafficLight,6
1478732863468878799.jpg,biker,2
1478732863468878799.jpg,car,4
1478732863468878799.jpg,trafficLight,6
1478732864041811713.jpg,biker,2
1478732864041811713.jpg,car,6
1478732864041811713.jpg,trafficLight,6
1478732864615326818.jpg,biker,2
1478732864615326818.jpg,car,4
1478732864615326818.jpg,trafficLight,6
1478732865188599031.jpg,biker,4
1478732865188599031.jpg,car,6
1478732865188599031.jpg,trafficLight,6
1478732865762441896.jpg,biker,4
1478732865762441896.jpg,car,6
1478732865762441896.jpg,trafficLight,6
1478732866337047269.jpg,biker,4
1478732866337047269.jpg,car,6
1478732866337047269.jpg,trafficLight,6
1478732866909409371.jpg,biker,4
1478732866909409371.jpg,car,6
1478732866909409371.jpg,trafficLight,6
1478732867482751499.jpg,biker,4
1478732867482751499.jpg,car,6
1478732867482751499.jpg,trafficLight,6
1478732868056798030.jpg,biker,4
1478732868056798030.jpg,car,6
1478732868056798030.jpg,trafficLight,6
1478732868630422111.jpg,biker,4
1478732868630422111.jpg,car,6
1478732868630422111.jpg,trafficLight,6
1478732869203652685.jpg,biker,4
1478732869203652685.jpg,car,6
1478732869203652685.jpg,trafficLight,6
1478732869776617995.jpg,biker,4
1478732869776617995.jpg,car,6
1478732869776617995.jpg,trafficLight,6
1478732870350804180.jpg,biker,4
1478732870350804180.jpg,car,6
1478732870350804180.jpg,trafficLight,6
1478732870925730258.jpg,biker,4
1478732870925730258.jpg,car,4
1478732870925730258.jpg,trafficLight,6
1478732871497565512.jpg,biker,2
1478732871497565512.jpg,car,4
1478732871497565512.jpg,trafficLight,6
1478732872070499330.jpg,car,4
1478732872070499330.jpg,trafficLight,6
1478732872644729185.jpg,car,4
1478732872644729185.jpg,trafficLight,6
1478732873218151467.jpg,car,4
1478732873218151467.jpg,trafficLight,6
1478732873791831872.jpg,car,4
1478732873791831872.jpg,trafficLight,6
1478732874364857715.jpg,car,4
1478732874364857715.jpg,trafficLight,6
1478732874938983504.jpg,car,4
1478732874938983504.jpg,trafficLight,6
1478732875512420205.jpg,car,6
1478732875512420205.jpg,trafficLight,6
1478732876085027693.jpg,car,4
1478732876085027693.jpg,trafficLight,4
1478732876658409238.jpg,car,4
1478732876658409238.jpg,trafficLight,4
1478732877232838390.jpg,car,4
1478732877232838390.jpg,trafficLight,4
1478732877806466640.jpg,car,4
1478732877806466640.jpg,trafficLight,6
1478732878379099954.jpg,car,6
1478732878379099954.jpg,trafficLight,6
1478732878953069466.jpg,car,6
1478732878953069466.jpg,trafficLight,6
1478732879526219865.jpg,car,10
1478732879526219865.jpg,trafficLight,6
1478732880100401559.jpg,car,10
1478732880100401559.jpg,trafficLight,6
1478732880672926600.jpg,car,8
1478732880672926600.jpg,trafficLight,6
1478732881246371900.jpg,car,8
1478732881246371900.jpg,trafficLight,6
1478732881820398592.jpg,car,8
1478732881820398592.jpg,trafficLight,6
1478732882393694854.jpg,biker,4
1478732882393694854.jpg,car,12
1478732882393694854.jpg,trafficLight,6
1478732882967562858.jpg,biker,4
1478732882967562858.jpg,car,12
1478732882967562858.jpg,trafficLight,6
1478732883540224287.jpg,biker,4
1478732883540224287.jpg,car,12
1478732883540224287.jpg,trafficLight,6
1478732884114003941.jpg,biker,2
1478732884114003941.jpg,car,12
1478732884114003941.jpg,trafficLight,6
1478732884687594327.jpg,car,6
1478732884687594327.jpg,trafficLight,6
1478732885261133367.jpg,car,6
1478732885261133367.jpg,pedestrian,2
1478732885261133367.jpg,trafficLight,6
1478732885833854354.jpg,car,8
1478732885833854354.jpg,pedestrian,2
1478732885833854354.jpg,trafficLight,6
1478732886407597083.jpg,car,6
1478732886407597083.jpg,pedestrian,4
1478732886407597083.jpg,trafficLight,6
1478732886981181580.jpg,car,8
1478732886981181580.jpg,pedestrian,4
1478732886981181580.jpg,trafficLight,6
1478732887556135464.jpg,car,14
1478732887556135464.jpg,pedestrian,6
1478732887556135464.jpg,trafficLight,6
1478732888128263125.jpg,car,10
1478732888128263125.jpg,pedestrian,6
1478732888128263125.jpg,trafficLight,6
1478732888701352901.jpg,car,8
1478732888701352901.jpg,pedestrian,4
1478732888701352901.jpg,trafficLight,6
1478732889275686494.jpg,car,2
1478732889275686494.jpg,pedestrian,4
1478732889275686494.jpg,trafficLight,6
1478732889849806158.jpg,car,6
1478732889849806158.jpg,pedestrian,2
1478732889849806158.jpg,trafficLight,6
1478732890422587465.jpg,car,10
1478732890422587465.jpg,pedestrian,2
1478732890422587465.jpg,trafficLight,6
1478732890995807581.jpg,car,10
1478732890995807581.jpg,trafficLight,6
1478732891569129686.jpg,car,10
1478732891569129686.jpg,pedestrian,2
1478732891569129686.jpg,trafficLight,6
1478732892144755790.jpg,car,16
1478732892144755790.jpg,pedestrian,2
1478732892144755790.jpg,trafficLight,6
1478732892716103966.jpg,car,16
1478732892716103966.jpg,pedestrian,2
1478732892716103966.jpg,trafficLight,6
1478732893290321276.jpg,car,16
1478732893290321276.jpg,pedestrian,2
1478732893290321276.jpg,trafficLight,6
1478732893863520134.jpg,car,14
1478732893863520134.jpg,pedestrian,2
1478732893863520134.jpg,trafficLight,6
1478732894437439404.jpg,car,10
1478732894437439404.jpg,pedestrian,2
1478732894437439404.jpg,trafficLight,6
1478732895010040548.jpg,car,12
1478732895010040548.jpg,pedestrian,2
1478732895010040548.jpg,trafficLight,6
1478732895584199014.jpg,car,12
1478732895584199014.jpg,trafficLight,6
1478732896157106952.jpg,car,12
1478732896157106952.jpg,trafficLight,6
1478732896732236032.jpg,car,10
1478732896732236032.jpg,trafficLight,6
1478732897303828136.jpg,car,10
1478732897303828136.jpg,trafficLight,6
1478732897877374318.jpg,car,10
1478732897877374318.jpg,trafficLight,6
1478732898450848112.jpg,biker,2
1478732898450848112.jpg,car,10
1478732898450848112.jpg,trafficLight,6
1478732899025355494.jpg,biker,2
1478732899025355494.jpg,car,10
1478732899025355494.jpg,pedestrian,2
1478732899025355494.jpg,trafficLight,6
1478732899597733314.jpg,biker,2
1478732899597733314.jpg,car,8
1478732899597733314.jpg,pedestrian,2
1478732899597733314.jpg,trafficLight,6
1478732900171504336.jpg,biker,2
1478732900171504336.jpg,car,8
1478732900171504336.jpg,pedestrian,2
1478732900171504336.jpg,trafficLight,6
1478732900744897374.jpg,biker,2
1478732900744897374.jpg,car,10
1478732900744897374.jpg,pedestrian,2
1478732900744897374.jpg,trafficLight,6
1478732901319670094.jpg,biker,2
1478732901319670094.jpg,car,10
1478732901319670094.jpg,pedestrian,2
1478732901319670094.jpg,trafficLight,6
1478732901891837012.jpg,biker,2
1478732901891837012.jpg,car,10
1478732901891837012.jpg,pedestrian,4
1478732901891837012.jpg,trafficLight,6
1478732902465278216.jpg,biker,2
1478732902465278216.jpg,car,8
1478732902465278216.jpg,pedestrian,6
1478732902465278216.jpg,trafficLight,6
1478732903038910179.jpg,biker,2
1478732903038910179.jpg,car,8
1478732903038910179.jpg,pedestrian,6
1478732903038910179.jpg,trafficLight,6
1478732903612781798.jpg,biker,2
1478732903612781798.jpg,car,8
1478732903612781798.jpg,pedestrian,4
1478732903612781798.jpg,trafficLight,6
1478732904187119016.jpg,car,10
1478732904187119016.jpg,pedestrian,4
1478732904187119016.jpg,trafficLight,6
1478732904759308344.jpg,car,6
1478732904759308344.jpg,pedestrian,2
1478732904759308344.jpg,trafficLight,6
1478732905332753122.jpg,car,6
1478732905332753122.jpg,pedestrian,2
1478732905332753122.jpg,trafficLight,6
1478732905906890901.jpg,car,6
1478732905906890901.jpg,pedestrian,4
1478732905906890901.jpg,trafficLight,6
1478732906479352768.jpg,car,8
1478732906479352768.jpg,pedestrian,4
1478732906479352768.jpg,trafficLight,6
1478732907053401389.jpg,car,8
1478732907053401389.jpg,pedestrian,2
1478732907053401389.jpg,trafficLight,6
1478732907626546960.jpg,car,8
1478732907626546960.jpg,pedestrian,2
1478732907626546960.jpg,trafficLight,6
1478732908200343411.jpg,car,8
1478732908200343411.jpg,pedestrian,2
1478732908200343411.jpg,trafficLight,6
1478732908774555816.jpg,car,8
1478732908774555816.jpg,pedestrian,2
1478732908774555816.jpg,trafficLight,6
1478732909346933291.jpg,car,6
1478732909346933291.jpg,pedestrian,2
1478732909346933291.jpg,trafficLight,6
1478732909920524437.jpg,car,8
1478732909920524437.jpg,trafficLight,6
1478732910494736782.jpg,car,8
1478732910494736782.jpg,trafficLight,6
1478732911067237619.jpg,car,8
1478732911067237619.jpg,trafficLight,6
1478732911640793344.jpg,car,8
1478732911640793344.jpg,trafficLight,6
1478732912214565066.jpg,car,8
1478732912214565066.jpg,trafficLight,6
1478732912788216302.jpg,car,8
1478732912788216302.jpg,trafficLight,6
1478732913362468898.jpg,car,8
1478732913362468898.jpg,trafficLight,6
1478732913935185553.jpg,car,10
1478732913935185553.jpg,trafficLight,6
1478732914508107439.jpg,car,10
1478732914508107439.jpg,trafficLight,6
1478732915082675157.jpg,car,10
1478732915082675157.jpg,trafficLight,6
1478732915655555323.jpg,car,10
1478732915655555323.jpg,trafficLight,6
1478732916229113329.jpg,car,10
1478732916229113329.jpg,trafficLight,6
1478732916802031860.jpg,car,6
1478732916802031860.jpg,trafficLight,6
1478732917376170689.jpg,car,6
1478732917376170689.jpg,trafficLight,6
1478732917951164424.jpg,car,6
1478732917951164424.jpg,trafficLight,6
1478732918522732149.jpg,car,6
1478732918522732149.jpg,trafficLight,6
1478732919096206897.jpg,car,6
1478732919096206897.jpg,trafficLight,6
1478732919670157792.jpg,car,8
1478732919670157792.jpg,trafficLight,4
1478732920244093604.jpg,car,8
1478732920244093604.jpg,trafficLight,4
1478732920816991690.jpg,car,6
1478732920816991690.jpg,trafficLight,2
1478732921389976557.jpg,car,8
1478732921389976557.jpg,trafficLight,2
1478732921964181683.jpg,car,12
1478732921964181683.jpg,trafficLight,2
1478732922538236350.jpg,car,8
1478732922538236350.jpg,pedestrian,2
1478732922538236350.jpg,trafficLight,2
1478732923110525133.jpg,car,6
1478732923110525133.jpg,pedestrian,4
1478732923684235247.jpg,car,6
1478732923684235247.jpg,pedestrian,8
1478732924258588041.jpg,car,2
1478732924258588041.jpg,pedestrian,4
1478732924831538099.jpg,pedestrian,4
1478732925405806387.jpg,pedestrian,4
1478732925978240295.jpg,pedestrian,4
1478732926551977425.jpg,pedestrian,4
1478732927125793727.jpg,pedestrian,4
1478732927699383292.jpg,pedestrian,4
1478732928271874735.jpg,car,6
1478732928271874735.jpg,pedestrian,6
1478732928845769905.jpg,car,16
1478732928845769905.jpg,pedestrian,6
1478732929418915847.jpg,car,20
1478732929418915847.jpg,pedestrian,2
1478732929993878978.jpg,car,24
1478732929993878978.jpg,pedestrian,2
1478732930565778737.jpg,car,28
1478732931139312037.jpg,car,28
1478732931713058343.jpg,car,28
1478732932287090406.jpg,car,28
1478732932859807891.jpg,car,26
1478732933433161191.jpg,car,18
1478732934006779222.jpg,car,16
1478732934582152732.jpg,car,20
1478732935153646250.jpg,car,18
1478732935727436699.jpg,car,18
1478732936301160734.jpg,car,16
1478732936875235392.jpg,car,16
1478732937447526305.jpg,car,12
1478732938021507232.jpg,car,18
1478732938595131949.jpg,car,18
1478732939170617036.jpg,car,18
1478732939741396147.jpg,car,18
1478732940315838154.jpg,car,26
1478732940888951593.jpg,car,22
1478732941462829337.jpg,car,20
1478732942036055939.jpg,car,18
1478732942608982538.jpg,car,18
1478732943182922904.jpg,car,26
1478732943757668692.jpg,car,24
1478732944329602103.jpg,car,18
1478732944903300106.jpg,car,12
1478732945476911680.jpg,car,8
1478732946050736131.jpg,car,8
1478732946623833067.jpg,car,16
1478732947197548304.jpg,car,16
1478732947770805027.jpg,car,18
1478732948344939058.jpg,car,14
1478732948916946156.jpg,car,10
1478732948916946156.jpg,pedestrian,2
1478732949490930331.jpg,car,8
1478732949490930331.jpg,pedestrian,2
1478732950065099507.jpg,car,8
1478732950065099507.jpg,pedestrian,2
1478732950638362261.jpg,car,8
1478732951212006045.jpg,car,12
1478732951784880409.jpg,car,12
1478732952358016507.jpg,car,18
1478732952932500840.jpg,car,20
1478732953505659042.jpg,car,12
1478732954078908212.jpg,car,10
1478732954652069815.jpg,car,12
1478732955226686824.jpg,car,16
1478732955800366402.jpg,car,12
1478732956373191280.jpg,car,16
1478732956945881235.jpg,car,16
1478732957520281591.jpg,car,12
1478732958093722443.jpg,car,12
1478732958667234637.jpg,car,16
1478732959239888095.jpg,car,22
1478732959813751284.jpg,car,26
1478732960388689345.jpg,car,26
1478732960960770678.jpg,car,18
1478732961533995077.jpg,car,20
1478732962110057984.jpg,car,10
1478732962681640836.jpg,car,10
1478732963254582789.jpg,car,10
1478732963828148499.jpg,car,14
1478732964401356486.jpg,car,18
1478732964976353901.jpg,car,12
1478732965548444956.jpg,car,12
1478732966121895616.jpg,car,10
1478732966695979242.jpg,car,8
1478732967269142021.jpg,car,6
1478732967842606659.jpg,car,6
1478732968416336391.jpg,car,6
1478732968989766548.jpg,car,4
1478732969563715761.jpg,car,10
1478732970136541994.jpg,car,8
1478732970709600644.jpg,car,14
1478732971283749678.jpg,car,14
1478732971857193116.jpg,car,12
1478732972431828889.jpg,car,10
1478732973003710266.jpg,car,10
1478732973577461706.jpg,car,10
1478732974150823314.jpg,car,16
1478732974723946216.jpg,car,22
1478732975297354654.jpg,car,24
1478732975871054932.jpg,car,18
1478732976444296363.jpg,car,10
1478732977019826643.jpg,car,8
1478732977591822000.jpg,car,14
1478732978165601170.jpg,car,8
1478732978739758635.jpg,car,18
1478732979312316444.jpg,car,20
1478732979885601586.jpg,car,16
1478732980459010114.jpg,car,14
1478732981032344637.jpg,car,12
1478732981607850769.jpg,car,16
1478732982179218754.jpg,car,20
1478732982753103095.jpg,car,20
1478732983327135513.jpg,car,20
1478732983900835709.jpg,car,16
1478732984473016841.jpg,car,16
1478732985047104511.jpg,car,22
1478732985620403783.jpg,car,28
1478732986195357716.jpg,car,28
1478732986767413455.jpg,car,28
1478732986767413455.jpg,truck,4
1478732987340896685.jpg,car,16
1478732987340896685.jpg,truck,6
1478732987914778356.jpg,car,14
1478732987914778356.jpg,truck,8
1478732988488698642.jpg,car,16
1478732988488698642.jpg,truck,8
1478732989060931744.jpg,car,14
1478732989060931744.jpg,truck,6
1478732989634688871.jpg,car,10
1478732989634688871.jpg,truck,6
1478732990208331646.jpg,car,8
1478732990208331646.jpg,truck,4
1478732990782667737.jpg,car,6
1478732990782667737.jpg,truck,2
1478732991354974197.jpg,car,6
1478732991354974197.jpg,truck,2
1478732991928741610.jpg,car,8
1478732991928741610.jpg,truck,2
1478732992502366708.jpg,car,4
1478732992502366708.jpg,truck,2
1478732993076240684.jpg,car,6
1478732993076240684.jpg,truck,2
1478732993650038766.jpg,car,4
1478732993650038766.jpg,truck,2
1478732994222694245.jpg,car,4
1478732994222694245.jpg,truck,2
1478732994795959917.jpg,car,4
1478732994795959917.jpg,truck,2
1478732995370181742.jpg,car,8
1478732995942826298.jpg,car,6
1478732996516905635.jpg,truck,2
1478732999383740673.jpg,car,2
1478732999958116914.jpg,car,10
1478732999958116914.jpg,truck,8
1478733000531736437.jpg,car,12
1478733000531736437.jpg,truck,8
1478733001104636993.jpg,car,10
1478733001104636993.jpg,truck,8
1478733001678141720.jpg,car,10
1478733001678141720.jpg,truck,8
1478733002251254879.jpg,car,24
1478733002251254879.jpg,truck,8
1478733002825558239.jpg,car,26
1478733002825558239.jpg,truck,4
1478733003398619994.jpg,car,24
1478733003971455127.jpg,car,28
1478733004545383201.jpg,car,30
1478733005119609146.jpg,car,12
1478733005692534157.jpg,car,10
1478733006265597558.jpg,car,10
1478733006839739612.jpg,car,10
1478733007414196618.jpg,car,12
1478733007986723760.jpg,car,16
1478733008559499173.jpg,car,16
